Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;500000;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;test_all;-comm;wait_send;test_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-mpi/2021.16.0-gcc-aa2ay3m/mpi/2021.16/bin/mpicxx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 500000
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using test_all method
Wait Send using test_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.145721691, 0.144918475, 0.146558203
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.145468648, 0.145096536, 0.146142460
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085645898, 0.084825831, 0.086670199
post-recv ,        20, 0.000018282, 0.000015122, 0.000023585
post-send ,        20, 0.007508940, 0.006167699, 0.008654157
wait-recv ,        20, 0.008538980, 0.008112627, 0.009361403
wait-send ,        20, 0.000311548, 0.000106511, 0.000416872
post-comm ,        20, 0.086543916, 0.085668347, 0.087670373
start-up  ,         4, 0.123693953, 0.122011319, 0.125636919
test-comm ,         4, 0.729178968, 0.729176406, 0.729181858
bench-comm,         4, 0.956141321, 0.956140339, 0.956141917
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085570639, 0.084748875, 0.086502702
post-recv ,        20, 0.000161174, 0.000015035, 0.000649701
post-send ,        20, 0.007393893, 0.006288009, 0.008449748
wait-recv ,        20, 0.008656696, 0.007199816, 0.010120321
wait-send ,        20, 0.000262780, 0.000110302, 0.000324347
post-comm ,        20, 0.086539016, 0.085799330, 0.087539129
start-up  ,         4, 0.121682409, 0.119945550, 0.123699127
test-comm ,         4, 1.281352224, 1.281350711, 1.281353783
bench-comm,         4, 0.957698498, 0.957695878, 0.957700833
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085626387, 0.084739323, 0.086614281
post-recv ,        20, 0.000158026, 0.000014801, 0.000643494
post-send ,        20, 0.007268661, 0.006262098, 0.008100901
wait-recv ,        20, 0.008485004, 0.007236158, 0.009735124
wait-send ,        20, 0.000263131, 0.000106802, 0.000332693
post-comm ,        20, 0.086513303, 0.085756671, 0.087467093
start-up  ,         4, 0.120992559, 0.119610239, 0.122333006
test-comm ,         4, 1.278143382, 1.278140865, 1.278145943
bench-comm,         4, 0.955762433, 0.955759748, 0.955764980
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085635864, 0.084820167, 0.086679376
post-recv ,        20, 0.000159033, 0.000014965, 0.000650039
post-send ,        20, 0.007275294, 0.006229434, 0.008014912
wait-recv ,        20, 0.008513145, 0.007139152, 0.009804915
wait-send ,        20, 0.000261125, 0.000105771, 0.000334447
post-comm ,        20, 0.086501045, 0.085737660, 0.087467476
start-up  ,         4, 0.122983261, 0.121050510, 0.124619301
test-comm ,         4, 1.280745742, 1.280743694, 1.280747586
