Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;500000;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;test_all;-comm;wait_send;test_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-mpi/2021.16.0-gcc-aa2ay3m/mpi/2021.16/bin/mpicxx"
OMP num threads     4
OMP thread map    112;1;0;113
Cart coords         0        0        0
Message policy cutoff 500000
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using test_all method
Wait Send using test_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.143380879, 0.141681338, 0.148143804
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.054391095, 0.054308060, 0.054498541
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085101677, 0.084219098, 0.086250805
post-recv ,        20, 0.000019403, 0.000015706, 0.000024499
post-send ,        20, 0.007197062, 0.006210073, 0.007848211
wait-recv ,        20, 0.008581328, 0.007973386, 0.009343814
wait-send ,        20, 0.000265441, 0.000105460, 0.000332974
post-comm ,        20, 0.085982658, 0.085270043, 0.087085312
start-up  ,         4, 0.121568120, 0.119923004, 0.123443072
test-comm ,         4, 0.727429834, 0.727429137, 0.727430710
bench-comm,         4, 0.949080942, 0.949074870, 0.949095347
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031794729, 0.031665477, 0.031927079
post-recv ,        20, 0.000303433, 0.000022619, 0.000868398
post-send ,        20, 0.008353681, 0.007257398, 0.009184290
wait-recv ,        20, 0.007989069, 0.007087195, 0.008861650
wait-send ,        20, 0.000355878, 0.000112547, 0.000468787
post-comm ,        20, 0.035535808, 0.032138919, 0.038065196
start-up  ,         4, 0.068156517, 0.067500575, 0.069132743
test-comm ,         4, 0.665920446, 0.665914471, 0.665926305
bench-comm,         4, 0.428960254, 0.428954255, 0.428966121
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031851411, 0.031683629, 0.032203927
post-recv ,        20, 0.000304006, 0.000019377, 0.000879586
post-send ,        20, 0.008369134, 0.007234677, 0.009265118
wait-recv ,        20, 0.008050222, 0.007158910, 0.008857755
wait-send ,        20, 0.000352109, 0.000113798, 0.000452184
post-comm ,        20, 0.035373618, 0.032135892, 0.037725906
start-up  ,         4, 0.061191198, 0.060390319, 0.063129599
test-comm ,         4, 0.662991706, 0.662989951, 0.662993441
bench-comm,         4, 0.424752146, 0.424751380, 0.424753009
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031844078, 0.031717399, 0.031949229
post-recv ,        20, 0.000304053, 0.000024050, 0.000885082
post-send ,        20, 0.005447119, 0.005057288, 0.006333374
wait-recv ,        20, 0.005774103, 0.005347549, 0.006420524
wait-send ,        20, 0.000484667, 0.000160729, 0.000614544
