Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.172960956, 0.152682007, 0.188662658
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.258307950, 0.248360864, 0.267446220
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.181975681, 0.172597387, 0.192434351
post-recv ,        20, 0.000255308, 0.000018556, 0.000497805
post-send ,        20, 0.016737137, 0.007837726, 0.020826070
mid-comm  ,        20, 0.186138340, 0.174600727, 0.194712367
wait-recv ,        20, 0.015315411, 0.008466720, 0.022450331
wait-send ,        20, 0.001575001, 0.000313572, 0.012426236
post-comm ,        20, 0.183492112, 0.172754032, 0.196087625
start-up  ,         4, 0.247675069, 0.243159971, 0.257658194
test-comm ,         4, 2.802381543, 2.795999668, 2.808001969
bench-comm,         4, 2.968616157, 2.963998167, 2.974463730
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.180092560, 0.172725496, 0.192434158
post-recv ,        20, 0.000018045, 0.000015604, 0.000020885
post-send ,        20, 0.018768954, 0.007828798, 0.020718608
mid-comm  ,        20, 0.184491047, 0.174494154, 0.193727813
wait-recv ,        20, 0.016103014, 0.008664231, 0.024934495
wait-send ,        20, 0.000897412, 0.000103892, 0.012343108
post-comm ,        20, 0.181495518, 0.169138941, 0.189157704
start-up  ,         4, 0.241723620, 0.237824394, 0.246102589
test-comm ,         4, 2.601004163, 2.592009493, 2.604003289
bench-comm,         4, 2.943625796, 2.940025114, 2.951988977
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.181038355, 0.172003850, 0.195890272
post-recv ,        20, 0.000018325, 0.000014684, 0.000023993
post-send ,        20, 0.015987372, 0.007228169, 0.020509469
mid-comm  ,        20, 0.183856943, 0.174881655, 0.189904518
wait-recv ,        20, 0.019878588, 0.009173104, 0.025311939
wait-send ,        20, 0.000899361, 0.000108160, 0.012450455
post-comm ,        20, 0.178427947, 0.163159267, 0.186754639
start-up  ,         4, 0.240588916, 0.234288515, 0.244925226
test-comm ,         4, 2.606097350, 2.605471627, 2.607942161
bench-comm,         4, 2.914613008, 2.912009316, 2.915997606
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.179306934, 0.170873149, 0.188576091
post-recv ,        20, 0.000018649, 0.000016176, 0.000022457
post-send ,        20, 0.016943106, 0.007164253, 0.020527697
mid-comm  ,        20, 0.185391813, 0.175268922, 0.196310637
wait-recv ,        20, 0.018051016, 0.008617334, 0.029543282
wait-send ,        20, 0.000896723, 0.000104137, 0.012334017
post-comm ,        20, 0.181902155, 0.165628066, 0.192212405
start-up  ,         4, 0.242196927, 0.237679568, 0.244919314
test-comm ,         4, 2.597616143, 2.591998007, 2.603996457
