Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;8_8_8;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r15c06s05
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        8        8        8
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-39063552-8,        20, 0.104454013, 0.091877693, 0.119715693
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-39063552-8,        20, 0.161675748, 0.147325551, 0.186281633
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.097691708, 0.097019416, 0.098392260
post-recv ,        20, 0.000087332, 0.000018037, 0.000279263
post-send ,        20, 0.047631223, 0.046843167, 0.048093502
mid-comm  ,        20, 0.108145274, 0.107088270, 0.109077580
wait-recv ,        20, 0.042554114, 0.042083152, 0.042989752
wait-send ,        20, 0.000604055, 0.000493876, 0.000757659
post-comm ,        20, 0.106914305, 0.106317993, 0.107471631
start-up  ,         4, 0.153115107, 0.151808379, 0.154321132
test-comm ,         4, 1.672770161, 1.672768050, 1.672772289
bench-comm,         4, 2.027074571, 2.027069709, 2.027079127
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.096559880, 0.095862555, 0.097247768
post-recv ,        20, 0.000086753, 0.000018362, 0.000280691
post-send ,        20, 0.048274568, 0.047796304, 0.048691588
mid-comm  ,        20, 0.108061728, 0.107014383, 0.109211016
wait-recv ,        20, 0.042649179, 0.042134755, 0.043038768
wait-send ,        20, 0.000688302, 0.000635746, 0.000764889
post-comm ,        20, 0.106553451, 0.105900403, 0.107310259
start-up  ,         4, 0.151384068, 0.150435780, 0.151900663
test-comm ,         4, 1.547686949, 1.547681813, 1.547692362
bench-comm,         4, 2.024365685, 2.024360310, 2.024370676
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.097536417, 0.096883426, 0.098608557
post-recv ,        20, 0.000023696, 0.000018250, 0.000033762
post-send ,        20, 0.048701013, 0.047821383, 0.050367952
mid-comm  ,        20, 0.108227276, 0.107572570, 0.108843796
wait-recv ,        20, 0.043571450, 0.042360022, 0.046046539
wait-send ,        20, 0.000648673, 0.000523876, 0.000758591
post-comm ,        20, 0.107507614, 0.106739721, 0.109850133
start-up  ,         4, 0.145305501, 0.144614795, 0.145675207
test-comm ,         4, 1.543406615, 1.543402239, 1.543411290
bench-comm,         4, 2.042916277, 2.042915114, 2.042917953
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.096993368, 0.096200508, 0.097576798
post-recv ,        20, 0.000024107, 0.000017804, 0.000033790
post-send ,        20, 0.048453440, 0.047794022, 0.049287618
mid-comm  ,        20, 0.107858922, 0.106707264, 0.108693964
wait-recv ,        20, 0.042986464, 0.042450449, 0.043447661
wait-send ,        20, 0.000722048, 0.000675523, 0.000766979
post-comm ,        20, 0.106945111, 0.106228375, 0.107507005
start-up  ,         4, 0.147931838, 0.145267942, 0.152716137
test-comm ,         4, 1.550521082, 1.550507422, 1.550531004
bench-comm,         4, 2.023311102, 2.023310650, 2.023311808
Starting test Comm mpi Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.098607234, 0.097615803, 0.099097693
post-recv ,        20, 0.000024973, 0.000019944, 0.000038363
post-send ,        20, 0.047202551, 0.045642676, 0.049932518
mid-comm  ,        20, 0.112815796, 0.112185148, 0.113482124
wait-recv ,        20, 0.071159853, 0.069462319, 0.075264508
wait-send ,        20, 0.000374690, 0.000288137, 0.000635313
post-comm ,        20, 0.108085618, 0.107236403, 0.108859980
start-up  ,         4, 0.145644300, 0.145265919, 0.146142841
test-comm ,         4, 1.860286710, 1.860286013, 1.860287719
bench-comm,         4, 2.214605636, 2.214603286, 2.214606892
Starting test Comm mpi Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.097742844, 0.097053292, 0.099633259
post-recv ,        20, 0.000023194, 0.000019619, 0.000028949
post-send ,        20, 0.047496445, 0.045818861, 0.051258767
mid-comm  ,        20, 0.108675379, 0.107927508, 0.109241516
wait-recv ,        20, 0.071465809, 0.069424494, 0.074822135
wait-send ,        20, 0.000399967, 0.000286753, 0.000668017
post-comm ,        20, 0.107608391, 0.107214545, 0.108563752
start-up  ,         4, 0.146390643, 0.145676665, 0.147279477
test-comm ,         4, 1.626988283, 1.626987867, 1.626988505
bench-comm,         4, 2.196073104, 2.196072778, 2.196073477
Starting test Comm mpi Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.097108517, 0.096015836, 0.097714907
post-recv ,        20, 0.000024376, 0.000018574, 0.000034256
post-send ,        20, 0.047209623, 0.045954754, 0.050029012
