Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;8_8_8;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r15c06s05
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-mpi/2021.16.0-gcc-aa2ay3m/mpi/2021.16/bin/mpicxx"
OMP num threads     8
OMP thread map    114;3;0;1;115;112;113;2
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        8        8        8
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-39063552-8,        20, 0.164056229, 0.159758370, 0.171304693
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-39063552-8,        20, 0.034706360, 0.032114892, 0.037558871
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.092200625, 0.088807859, 0.095358060
post-recv ,        20, 0.000148053, 0.000023061, 0.000278516
post-send ,        20, 0.047778521, 0.046271589, 0.049650598
wait-recv ,        20, 0.040615511, 0.039293198, 0.042238454
wait-send ,        20, 0.000622466, 0.000554241, 0.000721222
post-comm ,        20, 0.101777265, 0.097741208, 0.105304324
start-up  ,         4, 0.147521968, 0.144400238, 0.150718068
test-comm ,         4, 0.906608880, 0.906601106, 0.906616520
bench-comm,         4, 1.464077986, 1.464073507, 1.464082493
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.020019309, 0.017791240, 0.022509187
post-recv ,        20, 0.000105045, 0.000028091, 0.000321927
post-send ,        20, 0.048992726, 0.047285625, 0.050705450
wait-recv ,        20, 0.040714805, 0.039207731, 0.042750139
wait-send ,        20, 0.000705383, 0.000667785, 0.000745091
post-comm ,        20, 0.021965525, 0.019641663, 0.024979141
start-up  ,         4, 0.054713622, 0.053331671, 0.057707041
test-comm ,         4, 0.465879395, 0.465873881, 0.465884335
bench-comm,         4, 0.700677096, 0.700671246, 0.700683369
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.019639748, 0.017781472, 0.022499268
post-recv ,        20, 0.000117322, 0.000029047, 0.000369765
post-send ,        20, 0.029352458, 0.025980956, 0.035951793
wait-recv ,        20, 0.026391857, 0.024032407, 0.029946276
wait-send ,        20, 0.001010207, 0.000837470, 0.001291657
post-comm ,        20, 0.023292932, 0.020060713, 0.027171362
start-up  ,         4, 0.043453216, 0.040054618, 0.046740077
test-comm ,         4, 0.426553404, 0.426549114, 0.426557557
bench-comm,         4, 0.541936158, 0.541935054, 0.541937616
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.020144482, 0.017744938, 0.022525025
post-recv ,        20, 0.000114495, 0.000029335, 0.000366255
post-send ,        20, 0.028011243, 0.025955266, 0.030275621
wait-recv ,        20, 0.026120252, 0.024029537, 0.027953347
wait-send ,        20, 0.000988641, 0.000829364, 0.001335212
post-comm ,        20, 0.023969574, 0.021455128, 0.027420141
start-up  ,         4, 0.043356681, 0.039733534, 0.046748127
test-comm ,         4, 0.427927736, 0.427920374, 0.427935208
bench-comm,         4, 0.526479517, 0.526472247, 0.526486418
Starting test Comm mpi Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.091343198, 0.088575508, 0.094249618
post-recv ,        20, 0.000028335, 0.000020667, 0.000045190
post-send ,        20, 0.047688621, 0.047039766, 0.049310441
wait-recv ,        20, 0.073429129, 0.068871638, 0.081712256
wait-send ,        20, 0.000333180, 0.000281155, 0.000427574
post-comm ,        20, 0.100916844, 0.097853416, 0.104053299
start-up  ,         4, 0.142203017, 0.139041759, 0.145494973
test-comm ,         4, 1.583235472, 1.583228864, 1.583242068
bench-comm,         4, 1.585339283, 1.585328944, 1.585349404
Starting test Comm mpi Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.020149675, 0.017877800, 0.022502061
post-recv ,        20, 0.000031850, 0.000023212, 0.000044773
post-send ,        20, 0.048165979, 0.047752848, 0.048847409
wait-recv ,        20, 0.071600609, 0.068913118, 0.078860497
wait-send ,        20, 0.000345962, 0.000286370, 0.000519585
post-comm ,        20, 0.022260467, 0.019782627, 0.026216381
start-up  ,         4, 0.048870313, 0.047387120, 0.052103343
test-comm ,         4, 0.494390337, 0.494386410, 0.494394254
bench-comm,         4, 0.828645793, 0.828641291, 0.828650476
Starting test Comm mpi Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.020177897, 0.017815446, 0.022476216
post-recv ,        20, 0.000030120, 0.000020050, 0.000036845
post-send ,        20, 0.029449636, 0.028350212, 0.030224097
wait-recv ,        20, 0.056489594, 0.054151177, 0.063444572
wait-send ,        20, 0.000544672, 0.000350734, 0.000767674
post-comm ,        20, 0.024661705, 0.022137222, 0.026866661
start-up  ,         4, 0.043162908, 0.039554233, 0.046616043
test-comm ,         4, 0.464596112, 0.464594178, 0.464597736
bench-comm,         4, 0.668030677, 0.668027568, 0.668033752
Starting test Comm mpi Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.020214020, 0.017838348, 0.022495060
post-recv ,        20, 0.000032808, 0.000020161, 0.000048649
post-send ,        20, 0.030818022, 0.028604015, 0.037995945
wait-recv ,        20, 0.057533000, 0.053995425, 0.067055466
wait-send ,        20, 0.000568584, 0.000368434, 0.000774366
post-comm ,        20, 0.026805687, 0.022190407, 0.030630720
start-up  ,         4, 0.045900459, 0.043676025, 0.046965189
test-comm ,         4, 0.473380918, 0.473374482, 0.473386884
bench-comm,         4, 0.684501001, 0.684498655, 0.684502662
