Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;500000;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 500000
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.170167126, 0.149185821, 0.188978722
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.258731551, 0.247390016, 0.269077970
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.181438227, 0.173954439, 0.192908731
post-recv ,        20, 0.000019554, 0.000015147, 0.000029321
post-send ,        20, 0.015929336, 0.007734538, 0.020756715
mid-comm  ,        20, 0.183116257, 0.165740573, 0.196957245
wait-recv ,        20, 0.017867896, 0.008556735, 0.022059175
wait-send ,        20, 0.001524788, 0.000215849, 0.012406591
post-comm ,        20, 0.179900035, 0.169814752, 0.195085905
start-up  ,         4, 0.243306649, 0.238461454, 0.245936402
test-comm ,         4, 2.826248683, 2.820000516, 2.838489965
bench-comm,         4, 2.947377452, 2.939997338, 2.951997188
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.182822392, 0.174337334, 0.188574400
