Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;test_all;-comm;wait_send;test_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-mpi/2021.16.0-gcc-aa2ay3m/mpi/2021.16/bin/mpicxx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using test_all method
Wait Send using test_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.293441585, 0.287477986, 0.302604308
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.293145283, 0.281880064, 0.310171409
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.173377106, 0.167267299, 0.183845297
post-recv ,        20, 0.000018883, 0.000014900, 0.000032879
post-send ,        20, 0.015964462, 0.006796701, 0.021230668
wait-recv ,        20, 0.017129688, 0.008387036, 0.021123060
wait-send ,        20, 0.000337321, 0.000105156, 0.000440761
post-comm ,        20, 0.177621714, 0.171127803, 0.187791882
start-up  ,         4, 0.243714386, 0.228341217, 0.261217914
test-comm ,         4, 1.482289952, 1.478589279, 1.483995852
bench-comm,         4, 1.957861982, 1.951462740, 1.967998454
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.176549065, 0.166806574, 0.184995735
post-recv ,        20, 0.000073821, 0.000014527, 0.000252245
post-send ,        20, 0.016409500, 0.007657976, 0.020560041
wait-recv ,        20, 0.015507873, 0.008221741, 0.029563777
wait-send ,        20, 0.000316319, 0.000296656, 0.000337787
post-comm ,        20, 0.179586949, 0.171276207, 0.187733499
start-up  ,         4, 0.239262265, 0.227130869, 0.245685962
test-comm ,         4, 2.582255028, 2.576912802, 2.588892051
bench-comm,         4, 1.964988154, 1.956008542, 1.968008224
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.176572283, 0.170265275, 0.194900268
post-recv ,        20, 0.000072947, 0.000014527, 0.000247305
post-send ,        20, 0.015583970, 0.007725120, 0.020468483
wait-recv ,        20, 0.018281761, 0.008764873, 0.024829035
wait-send ,        20, 0.000919320, 0.000295763, 0.012338863
post-comm ,        20, 0.176217265, 0.164800362, 0.188427273
start-up  ,         4, 0.246174438, 0.238288597, 0.250601270
test-comm ,         4, 2.577186132, 2.576248008, 2.579999447
bench-comm,         4, 1.962105506, 1.955999613, 1.966333262
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.175611790, 0.166841935, 0.186667493
post-recv ,        20, 0.000070508, 0.000015112, 0.000238328
post-send ,        20, 0.014051514, 0.007646932, 0.020567161
wait-recv ,        20, 0.019714816, 0.008837755, 0.022355051
wait-send ,        20, 0.000316855, 0.000296283, 0.000336963
post-comm ,        20, 0.175591686, 0.167944513, 0.185301539
start-up  ,         4, 0.246979255, 0.231039599, 0.258241474
test-comm ,         4, 2.575946957, 2.574592633, 2.580001518
bench-comm,         4, 1.969054882, 1.967997829, 1.969407993
Starting test Comm mpi Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.172324116, 0.158363022, 0.186518950
post-recv ,        20, 0.000071891, 0.000016436, 0.000244686
post-send ,        20, 0.014207829, 0.007746254, 0.020402437
wait-recv ,        20, 0.052818224, 0.040034749, 0.073622058
wait-send ,        20, 0.001837692, 0.000456490, 0.014935448
post-comm ,        20, 0.180326417, 0.167358695, 0.188390620
start-up  ,         4, 0.241927439, 0.240242024, 0.243565101
test-comm ,         4, 2.802002072, 2.796001800, 2.804002221
bench-comm,         4, 2.125190374, 2.123323182, 2.127990110
Starting test Comm mpi Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.173130391, 0.161110030, 0.188658194
post-recv ,        20, 0.000073441, 0.000015229, 0.000245770
post-send ,        20, 0.018839889, 0.007966249, 0.020486628
wait-recv ,        20, 0.072750677, 0.039363774, 0.196128973
wait-send ,        20, 0.001854601, 0.000463096, 0.015192594
post-comm ,        20, 0.182651798, 0.168084380, 0.193275682
start-up  ,         4, 0.240310863, 0.227875101, 0.252011113
test-comm ,         4, 2.697700195, 2.688000309, 2.709398606
bench-comm,         4, 2.345000703, 2.336003101, 2.352000768
Starting test Comm mpi Mesh omp Host Buffers omp Host seq Host
