Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-mpi/2021.16.0-gcc-aa2ay3m/mpi/2021.16/bin/mpicxx"
OMP num threads     4
OMP thread map      1;0;113;112
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.143575272, 0.141421624, 0.146463572
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.054387607, 0.054307559, 0.054525021
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.085182379, 0.084176980, 0.086338980
post-recv ,        20, 0.000069408, 0.000015373, 0.000232901
post-send ,        20, 0.007763376, 0.007152298, 0.008420991
wait-recv ,        20, 0.008283023, 0.007645268, 0.009008251
wait-send ,        20, 0.000386374, 0.000319726, 0.000417270
post-comm ,        20, 0.086092812, 0.085164523, 0.087270670
start-up  ,         4, 0.121587052, 0.120016644, 0.123316851
test-comm ,         4, 0.727437174, 0.727434141, 0.727439658
bench-comm,         4, 0.950468617, 0.950462039, 0.950481309
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031798026, 0.031616191, 0.031930148
post-recv ,        20, 0.000023745, 0.000022043, 0.000028354
post-send ,        20, 0.008524206, 0.008129948, 0.009072643
wait-recv ,        20, 0.008827911, 0.007925119, 0.010087355
wait-send ,        20, 0.000351139, 0.000319125, 0.000440562
post-comm ,        20, 0.035862842, 0.034816592, 0.037569304
start-up  ,         4, 0.067232147, 0.063211249, 0.068866332
test-comm ,         4, 0.666010157, 0.666005654, 0.666014460
bench-comm,         4, 0.434091772, 0.434091203, 0.434092417
Starting test Comm mock Mesh omp Host Buffers omp Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031817346, 0.031628182, 0.032099444
post-recv ,        20, 0.000024312, 0.000021615, 0.000029400
post-send ,        20, 0.005431525, 0.005093309, 0.006054079
wait-recv ,        20, 0.006058861, 0.005483678, 0.006757445
wait-send ,        20, 0.000513380, 0.000444012, 0.000608970
post-comm ,        20, 0.032165385, 0.032017764, 0.032366018
start-up  ,         4, 0.060292178, 0.060156355, 0.060414098
test-comm ,         4, 0.648571834, 0.648562392, 0.648581644
bench-comm,         4, 0.382006522, 0.381995510, 0.382017308
Starting test Comm mock Mesh omp Host Buffers omp Host omp Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.031800741, 0.031562359, 0.032046434
post-recv ,        20, 0.000024567, 0.000021660, 0.000034622
post-send ,        20, 0.005382534, 0.005069811, 0.005920025
wait-recv ,        20, 0.005963334, 0.005379228, 0.006722537
wait-send ,        20, 0.000512744, 0.000444217, 0.000613891
post-comm ,        20, 0.032149040, 0.032011154, 0.032278546
start-up  ,         4, 0.060318463, 0.060177513, 0.060433623
test-comm ,         4, 0.648659346, 0.648646269, 0.648672346
bench-comm,         4, 0.381597241, 0.381586300, 0.381608104
Starting test Comm mpi Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.084309836, 0.083703453, 0.085084742
post-recv ,        20, 0.000008144, 0.000003978, 0.000021759
post-send ,        20, 0.005616694, 0.005258237, 0.006475858
